age_group | category | category_l1 | category_l2 | category_l3 | count
Không xác định | Xịt côn trùng Ars | Hóa mỹ phẩm gia đình | Thơm không gian | Xịt côn trùng | 1
Không xác định | Zespri | Thực phẩm cho bé | Trái cây | Kiwi | 3
Không xác định | Bodysuit cũ | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 138
Không xác định | Băng vệ sinh Goodfeel | Vệ sinh | Băng vệ sinh | Băng vệ sinh thường | 3
Không xác định | Bình sữa Edison | Babycare | "Bình sữa |  phụ kiện" | Bình sữa | 4
Không xác định | "Bình |  túi ủ sữa" | Babycare | "Bình sữa |  phụ kiện" | Phụ kiện bình sữa | 8
Không xác định | Dầu Khuynh diệp Mệ Đoan | Hóa mỹ phẩm cho bé | Dầu sức khỏe | Dầu khuynh diệp | 1
Không xác định | Quần đông | Thời trang | Thời trang đông | "Áo |  Quần đông" | 7
3Y-4Y | Bộ quần áo bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 34
Không xác định | Goon Premium_Sơ Sinh | Tã | Goon | Goon Premium | 2
Không xác định | 3-6Y Nón bé trai | Phụ kiện | Nón | Nón bé trai | 6
Không xác định | TH Milk | Sữa nước | Sữa hạt | Hạnh Nhân | 1
Từ 1Y | Nunest | Thực phẩm cho bé | Đồ uống | Nước yến | 1
Không xác định | Enfa Mom | Sữa | Enfa | Enfa | 8
Không xác định | Dưỡng tóc Tsubaki | Hóa mỹ phẩm gia đình | Chăm sóc tóc | Dưỡng tóc | 1
Không xác định | Menz & Gasser | Thực phẩm cho gia đình | Mứt & Bơ phết | Mứt | 4
Không xác định | Huggies Thin & Soft_Tã Quần | Tã | Huggies | Huggies Thin & Soft | 6
Không xác định | Giày chút chít 229k S13 | Phụ kiện | Giày tập đi | Giày chút chít 179k | 10
Từ 6M | Nón sơ sinh | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 3
1Y-4Y | Áo bé gái Animo Easy | Thời trang | Thời trang bé gái | Áo bé gái | 17
6M-9M | Bodysuit đông vải dày | Thời trang | Thời trang đông | Bodysuit đông | 10
Từ 0M | Dưỡng da Chicco | Hóa mỹ phẩm cho bé | Chăm sóc da bé | Dưỡng da | 1
Không xác định | Green Bird | Thực phẩm cho gia đình | Đồ uống | Nước yến | 8
Mẹ | Vớ cho mẹ | Thời trang | Cho mẹ | Phụ kiện cho mẹ | 3
9M-24M | Bộ quần áo bé gái | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 10
Từ 1Y | Kem đánh răng Chicco | Hóa mỹ phẩm cho bé | Vệ sinh cho bé | Kem đánh răng | 1
Từ 0M | Xúc xắc khác | Đồ chơi & Sách | 0-1Y | Xúc xắc | 5
Từ 3Y | Áo khoác | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 10
Không xác định | Dầu xả Our herb story | Hóa mỹ phẩm gia đình | Chăm sóc tóc | Dầu xả | 1
Từ 2Y | Similac Protection Step 4 | Sữa | Abbott | Similac Protection | 1
Không xác định | Sữa tắm Felce Azzurra | Hóa mỹ phẩm gia đình | Chăm sóc cơ thể | Sữa tắm | 3
Mẹ | Hút sữa điện Spectra | Babycare | Thiết bị điện gia dụng | Hút sữa | 2
Từ 4Y | Bộ đông bé trai dài | Thời trang | Thời trang đông | Bộ đông | 5
Không xác định | Thảm xốp gấp gọn | Đồ chơi & Sách | 0-1Y | Thảm chơi & kệ chữ A | 6
Không xác định | Phấn rôm & phấn thơm Pigeon | Hóa mỹ phẩm cho bé | Chăm sóc da bé | Phấn rôm & phấn thơm | 1
Không xác định | Tắm gội toàn thân Pureen | Hóa mỹ phẩm cho bé | Vệ sinh cho bé | Tắm gội cho bé | 6
Không xác định | Khử mùi Dove | Hóa mỹ phẩm gia đình | Chăm sóc cơ thể | Khử mùi cơ thể | 4
Từ 6Y | Bộ bé trai Animo | Thời trang | Thời trang bé trai | Bộ bé trai | 20
Không xác định | Merries_Sơ Sinh | Tã | Merries | Merries | 7
Không xác định | Quần sơ sinh Animo | Thời trang | Quần áo & Phụ kiện sơ sinh | Quần | 323
0-36M | Thau/ Lưới tắm Autoru | Babycare | Đồ dùng vệ sinh | Thau tắm/ Bô vệ sinh | 1
Không xác định | Xe nhún Autoru | Babycare | Bé ngủ | Xe nhún / Ghế bập bênh | 3
Không xác định | Bộ trải tiện ích EVERON | Textile | Chăn ga gối gia đình | EVERON | 1
Không xác định | Khăn khô Mamamy | Vệ sinh | Khăn khô | Khăn vải khô | 1
18M-24M | Quần sơ sinh | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 4
8Y-14Y | Relkon | Thực phẩm cho bé | Bánh & Kẹo cho bé | Kẹo đồ chơi | 4
3Y-4Y | Bộ bé gái Animo | Thời trang | Thời trang bé gái | Bộ bé gái | 43
12M-18M | 0-3Y Bộ đông bé trai dài | Thời trang | Thời trang đông | Bộ đông | 5
Không xác định | Nan A2 Step 3 | Sữa | Nestle | Nan A2 InfiniPro | 2
Từ 0M | Bộ Modal lẻ | Thời trang | Modal kháng khuẩn | Bộ Modal | 2
Không xác định | Giày và sandal S25 cũ | Phụ kiện | Cơ cấu hàng cũ | Giày dép tồn | 39
Không xác định | Chăm sóc da bé khác | Hóa mỹ phẩm cho bé | Vệ sinh cho bé | Tắm gội cho bé | 1
9M-12M | Quần sơ sinh Animo | Thời trang | Quần áo & Phụ kiện sơ sinh | Quần | 20
Từ 0M | Tắm gội toàn thân Johnson Baby | Hóa mỹ phẩm cho bé | Vệ sinh cho bé | Tắm gội cho bé | 2
18M-24M | "Quần |  chân váy bé gái" | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 4
Từ 9M | Ivenet | Thực phẩm cho bé | Snack ăn dặm | Bánh xốp | 7
9M-12M | Quần lót cho bé | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 1
Không xác định | Mixxi | Thực phẩm cho bé | TP từ sữa (bảo quản lạnh) | Váng sữa | 1
Từ 8M | Bàn chải 1-2Y | Babycare | Đồ dùng vệ sinh | Bàn chải | 1
Không xác định | Gối chống trào ngược TH khác | Textile | Đồ dùng bé ngủ ngon | Gối chống trào ngược | 3
Từ 3M | Núm ty Pigeon | Babycare | "Bình sữa |  phụ kiện" | Núm ty | 2
Không xác định | Nước rửa bình sữa Aga | Hóa mỹ phẩm cho bé | Nước rửa bình sữa | Nước rửa bình sữa nhập khẩu | 5
Từ 1Y | Friso | Sữa nước | Sữa bột pha sẵn | FCV | 1
0-3M | Quần sơ sinh Animo Easy | Thời trang | Quần áo & Phụ kiện sơ sinh | Quần | 2
Không xác định | Dimao | TPCN | TPCN cho bé | Vitamin D | 1
6M-9M | Áo sơ sinh Animo Easy | Thời trang | Quần áo & Phụ kiện sơ sinh | Áo | 6
Không xác định | Gối chặn TH khác | Textile | Gối | Gối chặn | 7
Không xác định | Túi/ Giỏ quần áo | Babycare | Chăm sóc gia đình | Chăm sóc quần áo | 14
Từ 6M | Bộ quần áo bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 6
1Y-2Y | Colosbaby Bio Gold Step 3 | Sữa | Vitadairy | Colosbaby Bio Gold | 1
0-12M | Giày tập đi 89k S12 | Phụ kiện | Giày tập đi | Giày tập đi 89k | 5
Không xác định | Mặt nạ dưỡng da khác | Hóa mỹ phẩm gia đình | Chăm sóc da | Mặt nạ | 6
Không xác định | Sun-Hee | Thực phẩm cho gia đình | Đồ uống | Nước gạo | 2
Không xác định | Bprotected | TPCN | TPCN cho bé | Ăn ngon | 1
Không xác định | TH True Water | Thực phẩm cho gia đình | Đồ uống | Nước suối | 1
Từ 6M | Núm ty Edison | Babycare | "Bình sữa |  phụ kiện" | Núm ty | 1
Không xác định | HiBaby | TPCN | TPCN cho bé | Ăn ngon | 1
Không xác định | Ocecri | TPCN | TPCN cho bé | Men tiêu hóa | 1
Từ 5M | Pigeon | Thực phẩm cho bé | Đồ uống | Nước ép trái cây cho bé | 1
Không xác định | "Gạc |  rơ lưỡi tẩm ngừng bán" | Babycare | Đồ dùng vệ sinh | "Gạc |  rơ lưỡi" | 2
Không xác định | Xe đẩy Mstar | Babycare | Đồ dùng ra ngoài | Xe đẩy | 2
Từ 8M | Bàn chải 0-1Y | Babycare | Đồ dùng vệ sinh | Bàn chải | 2
Không xác định | Meadow Fresh | Sữa nước | Sữa tươi tiệt trùng | Meadow Fresh | 3
Không xác định | Doppel Herz | TPCN | TPCN cho bé | Vitamin D | 3
Không xác định | "Bình sữa |  phụ kiện Beanstalk" | Babycare | "Bình sữa |  phụ kiện" | "Bình sữa |  phụ kiện ngừng bán" | 1
6M-12M | Enfamil A2 Step 2 | Sữa | Enfa | Enfamil A2 | 1
Không xác định | Ghế nôi Joie | Babycare | Bé ngủ | Xe nhún / Ghế bập bênh | 12
3M-6M | Núm ty Comotomo | Babycare | "Bình sữa |  phụ kiện" | Núm ty | 1
Từ 3Y | Nhập vai Unisex | Đồ chơi & Sách | 1Y+ | Nhập vai | 43
Không xác định | Ghế ngồi ăn Mastela | Babycare | Đồ dùng ăn uống | Ghế ngồi ăn | 8
Không xác định | Máy đưa võng | Babycare | Bé ngủ | "Nôi |  cũi |  võng" | 5
1Y-6Y | Bộ quần áo bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 11
0-12M | Set 2 đôi vớ | Thời trang | Quần áo & Phụ kiện sơ sinh | Phụ kiện cho bé | 11
6M-9M | Quần sơ sinh Animo Easy | Thời trang | Quần áo & Phụ kiện sơ sinh | Quần | 2
Mẹ | Morinaga Mom | Sữa | Morinaga | Morinaga | 1
Từ 8M | Hạt nêm | Thực phẩm cho bé | Dầu ăn & Gia vị | Hạt nêm & Dashi | 1
Từ 2Y | Đồ chơi phát nhạc | Đồ chơi & Sách | 0-1Y | Phát triển giác quan | 1
Từ 3Y | Bộ bé trai Animo | Thời trang | Thời trang bé trai | Bộ bé trai | 23
Không xác định | Nước giặt Aga | Hóa mỹ phẩm cho bé | Giặt xả cho bé | Giặt cho bé | 2
Không xác định | Vihoney | Thực phẩm cho gia đình | Mứt & Bơ phết | Mật ong | 1
0-4Y | Ghế ngồi ô tô Joie | Babycare | Đồ dùng ra ngoài | Ghế ngồi ô tô | 1
Từ 3Y | Xúc xắc khác | Đồ chơi & Sách | 0-1Y | Xúc xắc | 2
Không xác định | Ella's Kitchen | Thực phẩm cho bé | TP từ sữa (bảo quản thường) | Sữa chua ăn | 2
9Y-10Y | Quần bé trai | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 8
Mẹ | Bellamy Mom | Sữa | Bellamy | Bellamy | 1
Không xác định | Bình tập uống Nuby | Babycare | Đồ dùng ăn uống | Bình tập uống | 6
Không xác định | Đồ chơi xếp chồng/thả hình khối | Đồ chơi & Sách | 1Y+ | Học tập và phát triển tư duy | 30
6M-12M | Similac Protection Step 2 | Sữa | Abbott | Similac Protection | 1
Không xác định | "Gạc |  rơ lưỡi vải" | Babycare | Đồ dùng vệ sinh | "Gạc |  rơ lưỡi" | 4
Từ 18M | Đồ chơi âm nhạc | Đồ chơi & Sách | 1Y+ | Học tập và phát triển tư duy | 2
Từ 4M | Hipp | Thực phẩm cho bé | Thức ăn nghiền cho bé | Trái cây nghiền | 13
6M-6Y | Đầm bé gái Animo | Thời trang | Thời trang bé gái | Đầm bé gái | 15
6M-15M | Giày tập đi 89k S12 | Phụ kiện | Giày tập đi | Giày tập đi 89k | 4
Không xác định | Nước xả Aga | Hóa mỹ phẩm cho bé | Giặt xả cho bé | Xả vải cho bé | 2
Từ 6M | Bình sữa Hegen | Babycare | "Bình sữa |  phụ kiện" | Bình sữa | 1
Không xác định | Elprairie AW_Sơ sinh | Tã | Elprairie | Elprairie AW | 1
Không xác định | Xe tập đi Autoru | Babycare | Đồ dùng ra ngoài | Xe tập đi | 5
Không xác định | Huggies Thường_Tã Dán M-XXL | Tã | Huggies | Huggies Thường | 6
Không xác định | Thau/ Lưới tắm Autoru | Babycare | Đồ dùng vệ sinh | Thau tắm/ Bô vệ sinh | 1
Không xác định | Vệ sinh móng | Babycare | Đồ dùng vệ sinh | Vệ sinh cơ thể | 17
Không xác định | Dầu gội Pantene | Hóa mỹ phẩm gia đình | Chăm sóc tóc | Dầu gội | 9
Không xác định | Hipp | Thực phẩm cho bé | Thức ăn nghiền cho bé | Rau củ nghiền | 2
Từ 3Y | Bàn chải điện | Babycare | Đồ dùng vệ sinh | Bàn chải | 2
Từ 4M | Núm ty Wesser | Babycare | "Bình sữa |  phụ kiện" | Núm ty | 1
Không xác định | Phụ kiện treo nôi | Đồ chơi & Sách | 0-1Y | Thảm chơi & kệ chữ A | 14
1Y-6Y | Bộ quần áo bé gái | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 24
Từ 9M | Little Blossom | Thực phẩm cho bé | Snack ăn dặm | Puff | 4
Không xác định | Hạt Hạnh nhân | Thực phẩm cho gia đình | Snack | Các loại hạt | 2
Từ 1Y | Bộ bé gái Animo Easy | Thời trang | Thời trang bé gái | Bộ bé gái | 3
Từ 0M | Bình sữa Moyuum | Babycare | "Bình sữa |  phụ kiện" | Bình sữa | 3
Không xác định | Herbs of Gold | TPCN | TPCN cho gia đình | Fish Oil | 1
3Y-12Y | Bubs A2 Step 4 | Sữa | Bubs | Bubs A2 | 1
Từ 0M | Kem chống hăm Goongbe | Hóa mỹ phẩm cho bé | Chăm sóc sức khỏe bé | Kem chống hăm | 1
Không xác định | Cosy | Thực phẩm cho gia đình | Bánh | Bánh quế | 2
0-9M | Áo sơ sinh Animo Easy | Thời trang | Quần áo & Phụ kiện sơ sinh | Áo | 5
Từ 1Y | A2 | Sữa nước | Sữa tươi tiệt trùng | Australia's Own | 1
Không xác định | Herbs of Gold | TPCN | TPCN cho mẹ | Tinh dầu hoa anh thảo | 1
0-24M | Nước xả Comfort | Hóa mỹ phẩm cho bé | Giặt xả cho bé | Xả vải cho bé | 1
6M-9M | Bộ bé gái Animo | Thời trang | Thời trang bé gái | Bộ bé gái | 8
Không xác định | Gặm nướu lạnh | Đồ chơi & Sách | 0-1Y | Gặm nướu | 6
Không xác định | Set 2 Bộ bao tay chân | Thời trang | Quần áo & Phụ kiện sơ sinh | "Bao tay chân |  nón" | 57
Từ 2Y | Quần sơ sinh | Thời trang | Cơ cấu hàng cũ | "Quần |  áo & phụ kiện sơ sinh cũ" | 9
9M-12M | Đầm cũ | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 3
6M-9M | Đầm bé gái Animo | Thời trang | Thời trang bé gái | Đầm bé gái | 13
6M-12M | Friso Step 2 | Sữa | FCV | Friso | 2
Không xác định | Grow Plus Fruity | Sữa nước | Sữa bột pha sẵn | Nutifood | 2
Không xác định | Varna Colostrum Adult | Sữa | Nutifood | Varna | 1
Không xác định | Xúc xắc Antona | Đồ chơi & Sách | 0-1Y | Xúc xắc | 11
3Y-6Y | 3-6Y Nón bé gái | Phụ kiện | Nón | Nón bé gái | 14
9M-36M | Bộ bé trai Animo | Thời trang | Thời trang bé trai | Bộ bé trai | 1
Từ 4Y | Lotte | Thực phẩm cho gia đình | Kẹo | Kẹo Gum | 1
Không xác định | "Nôi |  cũi Kinderkraft" | Babycare | Bé ngủ | "Nôi |  cũi |  võng" | 1
Không xác định | Huggies Platinum_Tã Dán M-XXL | Tã | Huggies | Huggies Platinum | 6
Từ 8M | Happy Family | Thực phẩm cho bé | Snack ăn dặm | Snack | 2
Từ 6M | Bộ quần áo bé gái | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 18
Không xác định | Phấn rôm & phấn thơm Johnson Baby | Hóa mỹ phẩm cho bé | Chăm sóc da bé | Phấn rôm & phấn thơm | 3
Không xác định | Molfix_Sơ sinh | Tã | Molfix | Molfix | 4
1Y-10Y | Nutren Step 3 Specialty | Sữa | Nestle | Nutren | 1
1Y-2Y | Grow Plus Đỏ Step 3 Specialty | Sữa | Nutifood | Grow Plus Đỏ | 2
Từ 7M | Heinz | Thực phẩm cho bé | Bột ăn dặm | Bột cho bé từ 6 tháng | 4
Không xác định | Huggies Skin Perfect_Tã Dán M-XXL | Tã | Huggies | Huggies Skin Perfect | 1
0-12M | Bộ Modal lẻ | Thời trang | Modal kháng khuẩn | Bộ Modal | 28
6M-9M | Bodysuit | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 25
0-6M | Túi ngủ | Thời trang | Quần áo & Phụ kiện sơ sinh | Phụ kiện cho bé | 3
Từ 1Y | Áo bé gái | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 18
Không xác định | Chela | TPCN | TPCN cho mẹ | Calcium | 1
Từ 3Y | Bình giữ nhiệt Diller | Babycare | Chăm sóc gia đình | Bình nước/ Bình giữ nhiệt | 1
Không xác định | 0-12M Nón khăn voan | Phụ kiện | Nón | Nón sơ sinh | 12
1Y-3Y | Giày bún tập đi | Phụ kiện | Cơ cấu hàng cũ | Giày dép tồn | 5
0-9M | Áo sơ sinh Animo | Thời trang | Quần áo & Phụ kiện sơ sinh | Áo | 3
Không xác định | Plasmon | Thực phẩm cho bé | Bột ăn dặm | Bột cho bé từ 4 tháng | 2
Không xác định | Happy Family | Thực phẩm cho bé | Snack ăn dặm | Puff | 6
Từ 3Y | Bellamy Step 4 | Sữa | Bellamy | Bellamy | 1
Không xác định | Tắm gội toàn thân Pigeon | Hóa mỹ phẩm cho bé | Vệ sinh cho bé | Tắm gội cho bé | 7
7Y-8Y | 0-24M Áo thun bé trai tay dài đông | Thời trang | Cơ cấu hàng cũ | Phụ kiện khác | 5
Từ 8M | Bình tập uống Pigeon | Babycare | Đồ dùng ăn uống | Bình tập uống | 1
Không xác định | Phấn rôm & phấn thơm Chicco | Hóa mỹ phẩm cho bé | Chăm sóc da bé | Phấn rôm & phấn thơm | 1
1Y-3Y | Giày và sandal bé gái S17 | Phụ kiện | Giày dép 1-3Y | Giày và sandal bé gái | 3
Không xác định | "Bình sữa |  phụ kiện Gluck" | Babycare | "Bình sữa |  phụ kiện" | "Bình sữa |  phụ kiện ngừng bán" | 2
18M-24M | Bộ bé gái Animo | Thời trang | Thời trang bé gái | Bộ bé gái | 42
Không xác định | Dầu gội Clear Men | Hóa mỹ phẩm gia đình | Chăm sóc tóc | Dầu gội | 2
4Y-5Y | Áo bé gái | Thời trang | Cơ cấu hàng cũ | "Thời trang bé trai |  bé gái cũ" | 1
Không xác định | Bprotected | TPCN | TPCN cho bé | Vitamin D | 1
Không xác định | Mùng cho bé TH khác | Textile | Đồ dùng bé ngủ ngon | Mùng cho bé | 1
Không xác định | Nunest | Thực phẩm cho bé | Đồ uống | Nước yến | 7
Không xác định | Nồi nấu chậm Bear | Babycare | Thiết bị điện gia dụng | Nồi nấu chậm | 12
18M-24M | Bộ bé trai Animo | Thời trang | Thời trang bé trai | Bộ bé trai | 82
6M-9M | Bodysuit bé trai đùi | Thời trang | Thời trang bé trai | Bodysuit bé trai | 37
3M-6M | Bodysuit bé trai đùi | Thời trang | Thời trang bé trai | Bodysuit bé trai | 38
Không xác định | Healthy Care | TPCN | TPCN cho gia đình | Ginkgo | 1
Từ 3Y | Hokka | Thực phẩm cho bé | Bánh & Kẹo cho bé | Bánh cho bé từ 2 tuổi | 1
Không xác định | Similac Mom | Sữa | Abbott | Similac | 2
Không xác định | Dầu Cá hồi | Thực phẩm cho bé | Dầu ăn & Gia vị | Dầu ăn | 3
